cliente_id,data_compra,valor_compra,produto_id,canal,cidade,device
cliente_160,2024-09-18 02:18:28.751605,1400.84,produto_2,,,Android
cliente_160,2024-11-13 02:18:28.751610,951.22,produto_2,callcenter,Belo Horizonte,Desktop
cliente_160,2025-02-19 02:18:28.751615,,produto_4,callcenter,Porto Alegre,iOS
,2024-06-18 02:18:28.751622,1199.78,produto_3,web,Porto Alegre,Android
cliente_160,2024-09-06 02:18:28.751627,880.2,produto_5,web,Porto Alegre,Desktop
cliente_160,,1133.77,produto_4,,Rio de Janeiro,iOS
cliente_160,,831.46,produto_4,callcenter,Curitiba,Android
cliente_160,2024-11-21 02:18:28.751642,723.89,produto_3,callcenter,,iOS
cliente_160,2025-01-07 02:18:28.751653,862.07,produto_2,callcenter,São Paulo,Android
cliente_160,2024-11-15 02:18:28.751659,1702.64,produto_5,web,Curitiba,iOS
cliente_160,,1046.09,produto_4,app,Curitiba,Android
cliente_161,2025-02-18 02:18:28.751670,,produto_3,,,iOS
cliente_161,2024-08-20 02:18:28.751675,,produto_1,app,Belo Horizonte,
,2025-04-13 02:18:28.751680,854.25,produto_1,,Belo Horizonte,Android
cliente_161,2024-08-30 02:18:28.751686,1276.56,produto_3,web,,Desktop
cliente_161,2025-04-19 02:18:28.751782,1797.44,produto_2,callcenter,Belo Horizonte,
cliente_161,2024-10-18 02:18:28.751815,1471.0,produto_2,web,,Android
cliente_162,2024-09-05 02:18:28.751834,357.13,,web,Curitiba,Desktop
cliente_162,2025-03-17 02:18:28.751846,1312.31,,app,Rio de Janeiro,Android
cliente_162,2024-12-30 02:18:28.751856,1827.25,produto_1,app,Belo Horizonte,Android
,2025-04-29 02:18:28.751866,1641.95,produto_3,app,São Paulo,Desktop
cliente_162,2025-03-10 02:18:28.751877,1859.04,produto_5,callcenter,Rio de Janeiro,Desktop
cliente_162,2025-05-04 02:18:28.751901,844.85,produto_2,web,Curitiba,Android
cliente_162,2025-01-17 02:18:28.751913,1392.19,produto_3,web,,Android
cliente_162,2024-11-22 02:18:28.751922,810.48,produto_3,web,Rio de Janeiro,Desktop
cliente_162,2024-10-18 02:18:28.751933,312.72,produto_2,web,Porto Alegre,Android
,2025-01-11 02:18:28.751961,1632.02,produto_5,app,Belo Horizonte,Desktop
,,,produto_3,callcenter,,Desktop
cliente_163,2024-08-04 02:18:28.751988,138.06,,callcenter,Belo Horizonte,Desktop
,2024-06-18 02:18:28.751998,494.79,produto_5,web,São Paulo,Android
cliente_163,2024-07-31 02:18:28.752007,1244.07,produto_2,web,Porto Alegre,Android
,2024-07-02 02:18:28.752017,1391.2,produto_5,web,Porto Alegre,Desktop
cliente_163,2025-03-27 02:18:28.752027,212.86,produto_4,callcenter,Curitiba,Android
cliente_163,2024-10-14 02:18:28.752038,1563.64,produto_2,callcenter,Porto Alegre,iOS
cliente_163,2024-12-09 02:18:28.752047,234.46,,app,Porto Alegre,Desktop
cliente_163,2025-01-05 02:18:28.752057,212.88,produto_2,,São Paulo,iOS
cliente_164,2024-12-31 02:18:28.752069,1907.7,produto_5,web,Rio de Janeiro,Desktop
cliente_164,2025-01-30 02:18:28.752088,1514.21,produto_4,app,Curitiba,
cliente_164,2024-11-23 02:18:28.752098,1257.16,produto_2,callcenter,Porto Alegre,Android
cliente_164,2024-06-10 02:18:28.752107,711.96,produto_2,web,Rio de Janeiro,Android
cliente_164,2024-11-02 02:18:28.752117,968.11,produto_4,callcenter,Porto Alegre,iOS
cliente_164,2025-01-10 02:18:28.752127,1093.94,produto_3,callcenter,Curitiba,Android
cliente_164,2025-01-22 02:18:28.752138,,produto_5,app,São Paulo,
cliente_164,2024-08-31 02:18:28.752148,1023.94,produto_5,callcenter,Belo Horizonte,Android
cliente_164,2024-08-11 02:18:28.752165,650.06,produto_3,callcenter,São Paulo,Desktop
cliente_164,2025-01-13 02:18:28.752176,802.24,produto_3,callcenter,,
cliente_164,2025-03-23 02:18:28.752202,621.38,produto_5,app,Porto Alegre,Desktop
cliente_164,2025-04-12 02:18:28.752213,1729.98,produto_5,app,São Paulo,Desktop
cliente_164,2024-05-27 02:18:28.752223,887.07,produto_5,web,Rio de Janeiro,Android
cliente_165,2024-05-23 02:18:28.752235,1893.88,produto_5,web,Belo Horizonte,
cliente_165,2024-09-20 02:18:28.752245,71.89,produto_5,,Porto Alegre,iOS
cliente_165,2025-04-03 02:18:28.752255,,,app,Rio de Janeiro,iOS
cliente_165,2024-09-12 02:18:28.752279,1959.77,produto_5,callcenter,Rio de Janeiro,Android
,2024-08-04 02:18:28.752293,,produto_1,callcenter,Rio de Janeiro,
cliente_165,2024-06-04 02:18:28.752303,1308.66,produto_2,app,Rio de Janeiro,Desktop
cliente_166,2025-03-07 02:18:28.752315,,produto_2,web,Rio de Janeiro,Android
cliente_166,,665.19,produto_3,app,Belo Horizonte,iOS
cliente_166,2024-08-10 02:18:28.752334,1972.72,,web,Rio de Janeiro,Desktop
cliente_166,2024-11-12 02:18:28.752343,968.96,,app,Porto Alegre,iOS
,2024-12-16 02:18:28.752353,1773.82,produto_4,web,Belo Horizonte,
cliente_167,2024-11-20 02:18:28.752366,921.81,produto_4,app,Porto Alegre,
cliente_167,2025-03-05 02:18:28.752376,,produto_4,,São Paulo,Desktop
cliente_167,2024-08-07 02:18:28.752385,1296.3,produto_1,web,São Paulo,iOS
cliente_167,2025-04-18 02:18:28.752403,748.84,,callcenter,Curitiba,iOS
cliente_167,2024-12-05 02:18:28.752414,1472.3,produto_2,callcenter,,iOS
cliente_167,2025-01-17 02:18:28.752424,243.38,produto_3,callcenter,Rio de Janeiro,iOS
cliente_167,2024-11-21 02:18:28.752433,692.95,,callcenter,Belo Horizonte,iOS
cliente_167,2024-07-02 02:18:28.752444,241.12,produto_4,callcenter,Rio de Janeiro,
cliente_167,2024-07-22 02:18:28.752456,1364.36,produto_3,web,São Paulo,iOS
cliente_167,2024-06-05 02:18:28.752466,446.3,produto_1,web,Belo Horizonte,Desktop
cliente_167,2024-06-27 02:18:28.752476,1195.38,produto_2,,Curitiba,
,2024-10-30 02:18:28.752487,971.33,,callcenter,Curitiba,Android
cliente_167,2024-11-28 02:18:28.752496,1587.44,produto_1,callcenter,Rio de Janeiro,Android
cliente_167,2024-09-16 02:18:28.752506,625.15,produto_2,app,São Paulo,Desktop
cliente_167,,,produto_5,web,Belo Horizonte,Android
,2024-06-06 02:18:28.752528,881.4,produto_1,callcenter,São Paulo,Desktop
cliente_168,2024-07-31 02:18:28.752539,1905.65,produto_3,app,Porto Alegre,Desktop
cliente_168,2024-06-28 02:18:28.752549,508.32,produto_1,app,Curitiba,Desktop
cliente_168,2024-08-02 02:18:28.752559,727.52,produto_4,app,Curitiba,Android
cliente_168,2024-07-18 02:18:28.752582,1009.17,produto_4,app,São Paulo,Desktop
cliente_168,2025-03-30 02:18:28.752594,,produto_5,,São Paulo,iOS
cliente_168,2024-12-31 02:18:28.752612,265.74,produto_3,web,Belo Horizonte,
cliente_168,2025-05-06 02:18:28.752622,1327.58,,web,Curitiba,Android
cliente_168,2024-07-30 02:18:28.752631,1258.76,produto_3,web,Belo Horizonte,Android
cliente_169,2024-11-03 02:18:28.752664,1539.51,produto_2,web,Belo Horizonte,Android
cliente_169,2025-01-04 02:18:28.752676,467.8,produto_4,web,Curitiba,Desktop
cliente_169,2024-08-06 02:18:28.752685,66.21,produto_2,callcenter,Curitiba,Desktop
cliente_170,2025-03-16 02:18:28.752709,281.74,produto_3,app,Porto Alegre,Android
cliente_170,2024-08-20 02:18:28.752721,,produto_2,callcenter,Porto Alegre,Desktop
cliente_170,2025-01-24 02:18:28.752731,402.12,,callcenter,Curitiba,iOS
,,639.5,produto_3,web,Belo Horizonte,Desktop
,2025-02-15 02:18:28.752750,1405.42,produto_3,callcenter,Belo Horizonte,Desktop
cliente_171,2024-09-27 02:18:28.752766,1437.83,produto_5,callcenter,Curitiba,Android
cliente_171,,438.43,produto_5,web,Porto Alegre,Android
cliente_171,2024-12-18 02:18:28.752787,503.09,produto_1,,Rio de Janeiro,Desktop
cliente_171,2025-03-04 02:18:28.752796,511.0,produto_3,callcenter,Belo Horizonte,
cliente_171,2024-11-19 02:18:28.752807,1288.43,produto_1,web,Curitiba,Android
cliente_171,2025-03-19 02:18:28.752816,678.87,produto_4,web,,
cliente_171,2025-04-08 02:18:28.752826,885.11,produto_5,app,Rio de Janeiro,iOS
cliente_171,2024-10-24 02:18:28.752842,91.34,produto_5,callcenter,Curitiba,iOS
cliente_171,2024-07-03 02:18:28.752852,1781.95,produto_1,app,Belo Horizonte,iOS
,2024-12-13 02:18:28.752862,535.24,produto_3,app,Belo Horizonte,Desktop
cliente_171,2025-02-08 02:18:28.752872,327.93,produto_3,callcenter,Porto Alegre,Desktop
cliente_171,2024-12-16 02:18:28.752881,256.64,produto_5,web,Porto Alegre,Android
cliente_171,2024-11-07 02:18:28.752891,,produto_2,web,,iOS
cliente_172,2025-04-18 02:18:28.752903,907.84,produto_5,callcenter,Curitiba,Android
cliente_172,2024-10-18 02:18:28.752913,146.52,produto_5,callcenter,Belo Horizonte,iOS
cliente_172,2024-07-02 02:18:28.752923,1052.51,produto_2,app,Curitiba,Desktop
cliente_173,2025-02-18 02:18:28.752936,1161.33,produto_3,web,,
cliente_173,2024-11-14 02:18:28.752946,1905.58,produto_4,web,Belo Horizonte,iOS
cliente_173,2024-10-27 02:18:28.752956,,produto_5,app,São Paulo,Desktop
cliente_173,2025-01-05 02:18:28.752965,1753.02,produto_1,app,Porto Alegre,
cliente_173,2025-05-01 02:18:28.752975,310.85,produto_5,web,Porto Alegre,iOS
cliente_173,2025-04-26 02:18:28.752985,860.68,produto_3,callcenter,Porto Alegre,
,2024-07-09 02:18:28.752998,1528.37,produto_1,web,Curitiba,iOS
cliente_174,2024-08-26 02:18:28.753007,1606.38,produto_2,app,São Paulo,iOS
cliente_174,2024-06-25 02:18:28.753018,435.54,produto_3,app,Belo Horizonte,iOS
cliente_174,2024-08-13 02:18:28.753031,627.76,,web,Rio de Janeiro,iOS
cliente_174,2025-03-30 02:18:28.753048,512.52,produto_4,web,Porto Alegre,Desktop
cliente_174,2024-07-24 02:18:28.753059,1303.17,produto_3,web,São Paulo,iOS
cliente_174,,358.02,produto_5,web,Porto Alegre,Android
cliente_174,2024-09-07 02:18:28.753079,250.1,produto_1,web,São Paulo,Desktop
cliente_174,,65.25,produto_5,web,São Paulo,
,2025-04-12 02:18:28.753107,1420.85,produto_4,app,Belo Horizonte,
cliente_174,2024-09-22 02:18:28.753117,681.57,produto_2,callcenter,Rio de Janeiro,iOS
cliente_174,2025-03-29 02:18:28.753127,1698.36,produto_2,callcenter,Belo Horizonte,Desktop
cliente_174,2025-04-29 02:18:28.753137,1816.85,produto_4,,,Android
cliente_174,2024-07-22 02:18:28.753151,,produto_3,app,,Android
cliente_174,,1323.08,produto_5,,Curitiba,Android
cliente_175,2024-07-31 02:18:28.753173,572.81,produto_3,web,Curitiba,Android
cliente_175,2024-08-22 02:18:28.753191,,,,Belo Horizonte,Desktop
cliente_175,2024-11-24 02:18:28.753201,1656.96,produto_3,callcenter,São Paulo,Android
cliente_175,,348.5,produto_5,app,Belo Horizonte,iOS
cliente_175,2024-07-25 02:18:28.753222,1499.44,produto_5,app,Rio de Janeiro,
cliente_175,2024-10-06 02:18:28.753231,1919.7,produto_1,app,São Paulo,iOS
cliente_175,2024-05-11 02:18:28.753243,68.72,produto_4,callcenter,Belo Horizonte,Desktop
cliente_175,2024-08-12 02:18:28.753260,1185.34,produto_2,app,Curitiba,iOS
cliente_175,2024-11-30 02:18:28.753270,1420.52,produto_1,web,Rio de Janeiro,iOS
cliente_176,2024-06-01 02:18:28.753283,1990.89,produto_3,callcenter,Porto Alegre,Android
cliente_176,2024-07-24 02:18:28.753293,1839.31,produto_4,web,Rio de Janeiro,Desktop
cliente_176,2024-06-10 02:18:28.753302,1478.09,produto_2,app,Rio de Janeiro,Desktop
,2025-04-03 02:18:28.753312,316.84,produto_4,,Rio de Janeiro,Android
cliente_176,,340.31,produto_5,web,São Paulo,iOS
cliente_176,2024-07-24 02:18:28.753332,815.48,produto_5,callcenter,Curitiba,Android
,2024-07-13 02:18:28.753342,787.99,produto_4,,Curitiba,Android
cliente_176,,296.61,produto_5,callcenter,São Paulo,Desktop
cliente_176,2025-01-28 02:18:28.753361,496.7,produto_2,web,São Paulo,Android
cliente_176,2024-05-28 02:18:28.753371,1681.71,produto_2,web,Belo Horizonte,iOS
cliente_176,2025-02-03 02:18:28.753382,905.33,produto_5,web,Belo Horizonte,Desktop
,2024-10-14 02:18:28.753391,1369.68,produto_1,callcenter,Rio de Janeiro,Android
cliente_177,2024-06-21 02:18:28.753403,481.21,produto_3,callcenter,Curitiba,Desktop
cliente_177,2025-04-08 02:18:28.753417,1808.03,produto_3,app,,iOS
cliente_177,2024-09-02 02:18:28.753427,1687.28,produto_1,callcenter,São Paulo,Android
,2024-10-20 02:18:28.753437,1936.92,produto_4,app,Curitiba,Desktop
cliente_177,2024-11-04 02:18:28.753453,1830.51,produto_5,,,Android
,2024-07-15 02:18:28.753472,561.58,produto_1,app,Porto Alegre,
cliente_178,2024-12-05 02:18:28.753482,1994.45,produto_1,,Rio de Janeiro,iOS
cliente_178,2025-01-06 02:18:28.753493,534.16,produto_2,web,Rio de Janeiro,iOS
,2025-01-06 02:18:28.753503,1992.07,,web,Belo Horizonte,Desktop
,2025-01-30 02:18:28.753512,914.7,,app,Belo Horizonte,iOS
cliente_178,2025-02-05 02:18:28.753522,82.46,produto_5,callcenter,Rio de Janeiro,Desktop
cliente_178,2024-06-30 02:18:28.753532,1684.62,produto_4,app,Curitiba,Android
cliente_178,,198.15,produto_2,,Porto Alegre,Android
cliente_178,2025-01-17 02:18:28.753552,692.36,produto_2,callcenter,Porto Alegre,Android
cliente_178,2025-01-11 02:18:28.753707,1904.52,produto_1,app,Curitiba,Android
cliente_178,2024-10-31 02:18:28.753718,,produto_3,callcenter,São Paulo,
cliente_178,2024-06-01 02:18:28.753728,1273.12,produto_4,app,Curitiba,Android
cliente_179,2024-07-05 02:18:28.753740,1510.15,produto_5,web,Curitiba,Desktop
cliente_179,2024-06-03 02:18:28.753750,1376.16,produto_3,web,São Paulo,Desktop
cliente_179,2024-12-04 02:18:28.753760,62.45,produto_2,web,Rio de Janeiro,Android
cliente_179,2025-02-04 02:18:28.753769,1021.08,produto_1,app,Curitiba,Android
cliente_179,2024-12-25 02:18:28.753780,479.02,produto_2,callcenter,São Paulo,Desktop
cliente_179,2025-02-24 02:18:28.753804,937.19,produto_1,web,Curitiba,Desktop
,2025-02-28 02:18:28.753816,909.52,produto_2,app,Porto Alegre,Android
cliente_179,2024-12-30 02:18:28.753826,1182.37,,callcenter,Curitiba,
cliente_179,,1992.65,produto_3,callcenter,Porto Alegre,iOS
cliente_179,,210.16,produto_4,web,Porto Alegre,
,2024-12-09 02:18:28.753856,1377.07,produto_1,callcenter,Rio de Janeiro,Desktop
cliente_179,2024-12-15 02:18:28.753866,1501.33,,callcenter,Curitiba,Android
cliente_179,2024-11-10 02:18:28.753876,1990.26,produto_3,web,Belo Horizonte,Desktop
cliente_179,2024-11-13 02:18:28.753886,512.27,produto_3,web,São Paulo,
,2024-07-21 02:18:28.753901,1960.31,produto_3,app,,
cliente_180,2024-08-25 02:18:28.753911,,produto_1,web,Porto Alegre,Desktop
cliente_180,2024-11-07 02:18:28.753921,1992.82,produto_5,web,Porto Alegre,Desktop
cliente_180,,696.82,produto_1,app,São Paulo,iOS
cliente_180,2024-12-04 02:18:28.753940,226.28,produto_4,callcenter,Belo Horizonte,iOS
cliente_180,2025-05-02 02:18:28.753950,1564.36,produto_1,app,Belo Horizonte,Android
cliente_180,2024-07-26 02:18:28.753958,1267.05,produto_4,callcenter,Curitiba,Android
cliente_180,2025-01-12 02:18:28.753971,424.06,produto_2,app,Belo Horizonte,Desktop
cliente_180,2025-03-02 02:18:28.753981,482.2,produto_5,app,Porto Alegre,Android
cliente_180,2024-05-08 02:18:28.753991,,produto_1,app,Rio de Janeiro,Android
cliente_180,2024-11-01 02:18:28.754012,278.25,produto_4,web,Belo Horizonte,
cliente_180,,506.86,produto_5,web,São Paulo,Desktop
cliente_180,2024-11-12 02:18:28.754034,1448.11,produto_4,app,Rio de Janeiro,Desktop
cliente_181,2024-11-01 02:18:28.754052,866.42,produto_1,callcenter,Curitiba,iOS
cliente_181,2024-06-02 02:18:28.754062,1850.69,produto_4,web,Curitiba,iOS
cliente_181,2025-03-11 02:18:28.754072,238.22,,callcenter,Porto Alegre,Desktop
cliente_181,,,produto_1,callcenter,Curitiba,iOS
cliente_181,2024-06-24 02:18:28.754092,1143.25,produto_1,callcenter,Porto Alegre,iOS
cliente_181,2025-02-01 02:18:28.754104,1938.51,produto_5,callcenter,Curitiba,iOS
cliente_181,2025-02-14 02:18:28.754113,319.5,produto_2,web,Porto Alegre,Android
cliente_181,2024-07-01 02:18:28.754124,346.61,produto_4,callcenter,Porto Alegre,Android
,2025-04-19 02:18:28.754133,1313.03,produto_1,callcenter,São Paulo,Android
cliente_181,2025-03-10 02:18:28.754143,1647.97,produto_3,callcenter,Belo Horizonte,Android
cliente_181,2024-12-18 02:18:28.754153,172.94,produto_2,app,Porto Alegre,iOS
cliente_181,2024-09-18 02:18:28.754162,569.06,produto_1,app,São Paulo,iOS
cliente_181,2025-03-09 02:18:28.754172,193.79,produto_5,web,São Paulo,Desktop
cliente_182,2024-10-28 02:18:28.754184,1004.8,produto_1,web,Porto Alegre,Android
cliente_182,,378.59,produto_2,app,São Paulo,
cliente_182,2024-12-31 02:18:28.754216,185.43,produto_5,web,Belo Horizonte,Desktop
cliente_182,2024-06-20 02:18:28.754227,1510.31,produto_1,,Curitiba,Desktop
cliente_182,,1199.4,,callcenter,Porto Alegre,Android
,2025-05-01 02:18:28.754247,973.4,,web,São Paulo,Android
cliente_183,2024-10-05 02:18:28.754260,407.95,produto_1,app,Belo Horizonte,
cliente_183,2024-05-16 02:18:28.754270,207.63,produto_5,app,Curitiba,Desktop
cliente_183,2024-07-26 02:18:28.754279,796.1,produto_1,web,Curitiba,Android
cliente_183,2024-08-10 02:18:28.754289,1248.99,produto_3,callcenter,São Paulo,Android
cliente_183,2024-05-09 02:18:28.754298,937.84,produto_3,,Belo Horizonte,iOS
cliente_184,2025-02-26 02:18:28.754310,1500.05,produto_1,,Belo Horizonte,Desktop
cliente_184,2024-12-29 02:18:28.754320,1788.31,produto_5,web,Belo Horizonte,Desktop
cliente_184,2024-10-11 02:18:28.754330,,produto_2,callcenter,Porto Alegre,Android
cliente_184,2024-10-25 02:18:28.754339,1452.43,,,Belo Horizonte,iOS
cliente_184,2024-11-17 02:18:28.754349,260.47,produto_3,callcenter,,
cliente_184,2025-02-12 02:18:28.754360,1131.32,produto_5,callcenter,São Paulo,Android
cliente_185,2024-10-20 02:18:28.754371,1686.62,produto_1,app,São Paulo,Desktop
cliente_185,2025-03-06 02:18:28.754381,419.42,produto_1,web,São Paulo,Android
cliente_185,,561.38,,app,,iOS
cliente_186,2025-04-05 02:18:28.754408,,produto_2,callcenter,São Paulo,Desktop
cliente_186,2024-08-04 02:18:28.754420,474.32,produto_3,web,Rio de Janeiro,Android
cliente_186,2025-02-07 02:18:28.754429,1240.53,produto_5,app,Curitiba,Desktop
cliente_186,2024-09-02 02:18:28.754439,853.99,produto_2,app,Rio de Janeiro,Android
cliente_186,2025-01-11 02:18:28.754449,611.83,produto_2,callcenter,Porto Alegre,iOS
cliente_187,,1761.8,produto_3,app,Rio de Janeiro,Desktop
cliente_187,2025-04-14 02:18:28.754471,970.12,produto_2,web,Porto Alegre,Desktop
cliente_187,2024-07-30 02:18:28.754481,885.39,produto_5,app,Curitiba,iOS
,,1622.1,produto_4,app,Rio de Janeiro,iOS
cliente_187,2025-02-02 02:18:28.754500,474.47,produto_4,,Rio de Janeiro,iOS
cliente_187,2024-09-10 02:18:28.754510,,produto_1,web,Belo Horizonte,Desktop
cliente_187,2024-05-09 02:18:28.754520,275.75,produto_2,,São Paulo,iOS
cliente_187,,452.59,produto_3,callcenter,Rio de Janeiro,iOS
cliente_187,2024-05-22 02:18:28.754540,1617.88,produto_5,,Rio de Janeiro,
cliente_187,2025-03-18 02:18:28.754550,1701.32,produto_5,,Belo Horizonte,iOS
cliente_187,2025-03-23 02:18:28.754562,766.06,produto_3,app,Curitiba,Android
cliente_187,2025-02-23 02:18:28.754573,,,app,,
cliente_187,2025-02-07 02:18:28.754583,,produto_3,callcenter,Rio de Janeiro,
cliente_187,,632.49,produto_1,web,São Paulo,Android
cliente_188,,474.8,produto_3,app,Porto Alegre,iOS
cliente_188,2024-11-29 02:18:28.754623,268.07,produto_3,web,Curitiba,Desktop
,2024-07-27 02:18:28.754633,1511.55,produto_3,app,São Paulo,Desktop
,2024-10-14 02:18:28.754643,1546.28,produto_1,app,Porto Alegre,iOS
cliente_188,2024-06-22 02:18:28.754653,1230.47,,callcenter,Curitiba,iOS
cliente_189,2025-02-02 02:18:28.754668,519.72,produto_4,app,Porto Alegre,Desktop
cliente_189,2024-10-15 02:18:28.754678,949.0,produto_5,web,São Paulo,Desktop
cliente_189,2024-06-09 02:18:28.754688,1510.04,produto_3,,Porto Alegre,Desktop
cliente_189,2024-09-10 02:18:28.754698,702.3,produto_4,web,São Paulo,Desktop
cliente_189,2024-11-22 02:18:28.754707,,produto_1,web,Belo Horizonte,
cliente_189,2025-04-18 02:18:28.754717,1940.59,produto_5,web,Rio de Janeiro,Desktop
cliente_189,2024-06-03 02:18:28.754727,1606.41,produto_3,callcenter,Curitiba,iOS
cliente_189,2025-04-11 02:18:28.754743,1623.53,produto_4,,Porto Alegre,iOS
cliente_189,2024-12-12 02:18:28.754753,997.47,produto_4,web,Belo Horizonte,iOS
cliente_190,2025-05-07 02:18:28.754765,184.65,produto_1,callcenter,Porto Alegre,Android
cliente_190,2024-06-18 02:18:28.754775,332.07,produto_3,web,São Paulo,Desktop
cliente_190,2025-04-06 02:18:28.754785,898.15,produto_3,callcenter,São Paulo,Desktop
cliente_190,2024-08-09 02:18:28.754795,879.07,,web,Curitiba,Desktop
cliente_190,2024-11-08 02:18:28.754812,439.64,produto_4,callcenter,Porto Alegre,Android
cliente_190,2025-02-09 02:18:28.754822,511.34,produto_3,callcenter,Porto Alegre,iOS
cliente_190,2025-04-24 02:18:28.754833,915.18,produto_4,web,Rio de Janeiro,
cliente_190,2024-12-20 02:18:28.754842,,produto_2,callcenter,Rio de Janeiro,iOS
,2024-10-05 02:18:28.754852,1228.98,,web,Porto Alegre,iOS
cliente_190,,823.28,produto_5,,São Paulo,Desktop
cliente_190,2024-08-20 02:18:28.754872,134.29,produto_5,app,São Paulo,Android
cliente_190,2025-03-17 02:18:28.754882,1269.4,produto_4,web,Belo Horizonte,iOS
cliente_190,2025-04-26 02:18:28.754892,836.85,produto_3,callcenter,,Desktop
cliente_190,2025-01-27 02:18:28.754901,,produto_3,callcenter,Curitiba,Android
cliente_190,2025-03-24 02:18:28.754911,,produto_1,callcenter,Curitiba,Android
cliente_191,2024-09-30 02:18:28.754923,1835.96,,,Rio de Janeiro,Desktop
cliente_191,,799.05,produto_3,,Belo Horizonte,Desktop
,2024-08-31 02:18:28.754943,1101.44,produto_4,web,Porto Alegre,
cliente_191,2025-02-08 02:18:28.754953,224.49,produto_4,callcenter,Curitiba,Desktop
,2025-01-05 02:18:28.754962,974.03,produto_5,web,Porto Alegre,Desktop
cliente_191,2024-11-22 02:18:28.754972,1644.43,produto_1,app,São Paulo,Desktop
cliente_191,,1722.24,produto_4,callcenter,Curitiba,Android
cliente_191,2024-10-04 02:18:28.754997,127.27,produto_1,callcenter,Belo Horizonte,Android
cliente_191,2025-01-15 02:18:28.755007,1677.6,produto_2,callcenter,Curitiba,Desktop
cliente_191,2025-01-27 02:18:28.755023,488.33,produto_3,web,Rio de Janeiro,Desktop
cliente_192,,910.43,produto_5,web,Curitiba,Android
cliente_192,2024-05-12 02:18:28.755045,294.84,produto_4,callcenter,Rio de Janeiro,iOS
cliente_192,2024-05-21 02:18:28.755055,159.6,produto_5,callcenter,Curitiba,iOS
cliente_192,2024-12-23 02:18:28.755065,108.37,produto_4,,Rio de Janeiro,Desktop
cliente_193,2025-04-15 02:18:28.755078,1004.77,produto_3,callcenter,Curitiba,Desktop
cliente_193,,1659.86,produto_2,callcenter,,Android
cliente_193,2024-12-08 02:18:28.755098,1024.13,produto_5,,Rio de Janeiro,iOS
cliente_193,2024-09-14 02:18:28.755111,1822.06,produto_1,callcenter,Rio de Janeiro,iOS
cliente_193,2024-09-16 02:18:28.755127,1825.97,produto_1,callcenter,,Android
,,1575.2,produto_5,app,Belo Horizonte,Desktop
cliente_194,2025-03-12 02:18:28.755148,,produto_3,callcenter,São Paulo,Desktop
cliente_194,2024-08-28 02:18:28.755158,1824.85,produto_2,web,São Paulo,Android
cliente_194,2024-12-22 02:18:28.755167,951.94,produto_5,app,Porto Alegre,Desktop
cliente_194,2024-10-07 02:18:28.755178,1067.83,produto_5,callcenter,Curitiba,iOS
,2025-03-15 02:18:28.755188,802.09,produto_4,callcenter,São Paulo,Desktop
cliente_194,2024-07-08 02:18:28.755204,672.0,produto_5,web,Rio de Janeiro,Desktop
,2024-12-18 02:18:28.755214,1643.43,produto_5,web,Rio de Janeiro,iOS
cliente_194,2025-01-13 02:18:28.755224,1997.66,produto_1,callcenter,São Paulo,Android
cliente_194,2024-06-15 02:18:28.755233,597.94,produto_3,web,Curitiba,iOS
cliente_194,2025-02-26 02:18:28.755243,125.59,,web,Belo Horizonte,Android
cliente_194,2024-12-11 02:18:28.755253,,produto_2,app,São Paulo,Android
cliente_194,,1191.6,produto_5,web,Rio de Janeiro,
cliente_195,2024-10-05 02:18:28.755275,1660.2,produto_1,web,Rio de Janeiro,Android
cliente_195,2025-03-19 02:18:28.755285,791.82,produto_4,app,Curitiba,Desktop
cliente_195,2025-03-08 02:18:28.755298,276.77,produto_1,,Porto Alegre,Android
cliente_195,2024-10-31 02:18:28.755308,1287.11,produto_2,app,Curitiba,Android
cliente_195,2024-09-11 02:18:28.755317,551.27,produto_4,,,Android
cliente_195,2025-04-10 02:18:28.755327,,produto_5,,Porto Alegre,Android
cliente_195,2025-02-14 02:18:28.755336,1744.78,produto_1,callcenter,Porto Alegre,Android
cliente_195,2024-05-30 02:18:28.755346,,produto_5,callcenter,,Desktop
cliente_195,,1767.51,produto_5,callcenter,Curitiba,Desktop
cliente_196,,580.73,produto_2,web,São Paulo,Android
cliente_196,2025-04-08 02:18:28.755377,1645.43,produto_5,app,Rio de Janeiro,iOS
cliente_196,2024-10-07 02:18:28.755387,1386.4,produto_3,web,Porto Alegre,Android
cliente_196,,1142.41,produto_1,,,iOS
cliente_196,2024-11-22 02:18:28.755414,1658.55,produto_5,app,Porto Alegre,Android
cliente_196,2025-05-04 02:18:28.755423,297.48,produto_1,web,São Paulo,iOS
cliente_196,2024-12-06 02:18:28.755439,554.1,produto_5,web,Belo Horizonte,iOS
,2025-01-06 02:18:28.755449,193.98,produto_3,web,Belo Horizonte,
cliente_196,2024-07-05 02:18:28.755458,78.76,produto_5,web,Rio de Janeiro,iOS
cliente_196,2025-02-06 02:18:28.755469,1238.07,produto_3,callcenter,São Paulo,Android
,2024-09-23 02:18:28.755479,1769.8,produto_5,callcenter,Belo Horizonte,Desktop
cliente_196,2025-05-07 02:18:28.755488,470.11,produto_5,,Belo Horizonte,Desktop
cliente_196,2024-10-29 02:18:28.755498,1747.92,produto_5,app,Rio de Janeiro,Android
cliente_196,2025-03-29 02:18:28.755507,321.03,produto_5,web,Curitiba,Desktop
cliente_196,2024-06-14 02:18:28.755519,66.16,produto_1,app,Curitiba,iOS
